analysis_model_id,analysis_model_label,text_id,passage_id,condition,author_id,author_name,work_id,work_title,split,qc_status,qc_flags,word_count_feature,sentence_count_feature,paragraph_count_feature,mean_sentence_words,median_sentence_words,std_sentence_words,short_sentence_ratio,long_sentence_ratio,punctuation_per_1000w,comma_per_1000w,semicolon_per_1000w,colon_per_1000w,dash_per_1000w,question_per_1000w,exclamation_per_1000w,quote_mark_per_1000w,apostrophe_per_1000w,ellipsis_per_1000w,type_token_ratio,root_type_token_ratio,hapax_ratio,avg_word_length,long_word_ratio,short_word_ratio,contraction_per_1000w,archaic_marker_per_1000w,abstract_suffix_per_1000w,dialogue_marker_per_1000w,fw_the_per_1000w,fw_and_per_1000w,fw_of_per_1000w,fw_to_per_1000w,fw_a_per_1000w,fw_in_per_1000w,fw_that_per_1000w,fw_it_per_1000w,fw_is_per_1000w,fw_was_per_1000w,fw_i_per_1000w,fw_for_per_1000w,fw_with_per_1000w,fw_as_per_1000w,fw_his_per_1000w,fw_he_per_1000w,fw_be_per_1000w,fw_not_per_1000w,fw_by_per_1000w,fw_but_per_1000w,fw_had_per_1000w,fw_you_per_1000w,fw_at_per_1000w,fw_on_per_1000w,fw_her_per_1000w,fw_which_per_1000w,fw_have_per_1000w,fw_or_per_1000w,fw_from_per_1000w,fw_this_per_1000w,fw_my_per_1000w,fw_me_per_1000w,fw_all_per_1000w,fw_so_per_1000w,fw_were_per_1000w,fw_they_per_1000w,fw_him_per_1000w,fw_she_per_1000w,fw_there_per_1000w,fw_no_per_1000w,fw_one_per_1000w,fw_their_per_1000w,fw_we_per_1000w,fw_what_per_1000w,fw_if_per_1000w,fw_would_per_1000w,fw_when_per_1000w,fw_who_per_1000w,fw_will_per_1000w,fw_more_per_1000w,fw_an_per_1000w,fw_do_per_1000w,fw_are_per_1000w,fw_than_per_1000w,fw_could_per_1000w,fw_them_per_1000w,fw_been_per_1000w,char3__space_th,char3_the,char3_he_space_,char3__space_an,char3_nd_space_,char3_and,char3_ed_space_,char3__space_to,char3__space_of,char3_ing,char3_of_space_,char3_to_space_,char3__space_he,char3_ng_space_,char3__space_in,char3_at_space_,char3_er_space_,char3__space_ha,char3__space_i_space_,char3_as_space_,char3__space_a_space_,char3_her,char3_comma_space_a,char3__space_be,char3__space_wa,char3_d_space_t,char3_in_space_,char3_is_space_,char3_re_space_,char3_hat,char3_e_space_t,char3__space_co,char3__space_wh,char3_tha,char3__space_it,char3__space_hi,char3_you,char3_e_space_a,char3_e_space_w,char3_was,char3__space_yo,char3__space_no,char3_en_space_,char3_n_space_t,char3_on_space_,char3_e_space_s,char3__space_wi,char3_t_space_t,char3_ere,char3_ut_space_,char3_ecomma_space_,char3_it_space_,char3_his,char3_ver,char3_for,char3__space_sh,char3__space_fo,char3_or_space_,char3_ly_space_,char3_ent,char3_me_space_,char3__space_on,char3_e_space_o,char3__space_re,char3__space_we,char3__space_so,char3_ll_space_,char3__space_me,char3_t_space_i,char3_d_space_a,char3_thi,char3_ad_space_,char3_ld_space_,char3_s_space_a,char3_th_space_,char3_s_space_t,char3_all,char3__space_ma,char3_ion,char3_ve_space_,char3_e_space_h,char3_ith,char3__space_sa,char3_e_space_i,char3_an_space_,char3_ter,char3_st_space_,char3_ou_space_,char3_e_space_m,char3_f_space_t,char3_scomma_space_,char3_wit,char3_d_space_h,char3_not,char3__space_do,char3_had,char3__space_as,char3_oul,char3_ght,char3_t_space_a,char3__space_al,char3_es_space_,char3_ot_space_,char3_s_space_o,char3_uld,char3_le_space_,char3_t_space_w,char3__space_wo,char3_d_space_i,char3__space_mo,char3_e_space_c,char3_ch_space_,char3__space_my,char3_eve,char3_she,char3__space_se,char3_t_space_h,char3_hin,char3__space_bu,char3_t_space_o
groq_gpt_oss_120b_free,Groq GPT-OSS 120B,groq_gpt_oss_120b_free|original|SHELLEY_FRANKENSTEIN_014,SHELLEY_FRANKENSTEIN_014,original,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,train,pass,,579,19,7,30.473684,27,18.638863,0.052632,0.210526,134.715026,75.993092,10.362694,0.0,0.0,0.0,0.0,13.816926,1.727116,0.0,0.483592,11.636403,0.340242,4.661485,0.146805,0.411054,0.0,0.0,18.998273,13.816926,86.355786,41.450777,36.26943,27.633851,5.181347,15.544041,22.452504,5.181347,0.0,8.635579,31.088083,1.727116,10.362694,6.908463,6.908463,5.181347,0.0,3.454231,13.816926,6.908463,8.635579,0.0,6.908463,3.454231,10.362694,13.816926,0.0,1.727116,1.727116,0.0,8.635579,5.181347,0.0,3.454231,8.635579,8.635579,1.727116,13.816926,0.0,0.0,0.0,8.635579,0.0,0.0,0.0,0.0,3.454231,3.454231,0.0,3.454231,1.727116,0.0,0.0,1.727116,1.727116,5.181347,1.727116,22.97136,19.689737,18.198091,7.458234,8.949881,8.054893,11.038186,5.071599,6.264916,4.47494,6.264916,4.77327,2.983294,4.176611,3.878282,5.668258,3.878282,2.684964,5.369928,2.684964,0.894988,2.983294,3.281623,2.386635,1.789976,5.071599,3.281623,1.193317,2.684964,3.878282,2.386635,4.176611,3.878282,5.966587,0.894988,1.491647,0.0,5.071599,2.684964,1.491647,0.0,1.193317,1.789976,3.579952,0.894988,5.966587,2.088305,2.386635,2.386635,1.789976,2.386635,0.596659,1.193317,2.684964,1.193317,2.983294,1.193317,0.596659,4.47494,5.071599,3.878282,0.894988,2.983294,1.193317,2.088305,3.281623,0.0,1.789976,2.983294,2.386635,0.0,1.789976,1.193317,0.894988,1.789976,2.088305,0.0,2.386635,1.789976,0.298329,1.491647,1.789976,3.878282,0.894988,2.088305,2.386635,2.983294,0.0,1.193317,2.983294,1.789976,1.789976,1.193317,0.596659,0.0,1.491647,0.894988,0.596659,2.983294,0.894988,1.491647,1.193317,0.596659,1.789976,0.596659,2.684964,1.193317,2.386635,2.684964,2.386635,1.491647,2.983294,1.193317,1.193317,2.983294,0.894988,0.596659,0.0,1.193317,1.789976
groq_gpt_oss_120b_free,Groq GPT-OSS 120B,groq_gpt_oss_120b_free|original|SHELLEY_FRANKENSTEIN_015,SHELLEY_FRANKENSTEIN_015,original,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,validation,pass,,576,19,6,30.315789,30,13.603609,0.0,0.157895,98.958333,46.875,6.944444,0.0,0.0,0.0,0.0,10.416667,0.0,0.0,0.46875,11.25,0.357639,4.5625,0.131944,0.454861,0.0,0.0,22.569444,10.416667,81.597222,45.138889,55.555556,43.402778,20.833333,20.833333,8.680556,3.472222,0.0,12.152778,0.0,5.208333,12.152778,0.0,29.513889,26.041667,6.944444,0.0,8.680556,5.208333,8.680556,0.0,3.472222,3.472222,22.569444,8.680556,0.0,0.0,5.208333,3.472222,0.0,0.0,0.0,0.0,8.680556,3.472222,8.680556,6.944444,0.0,3.472222,1.736111,1.736111,0.0,0.0,3.472222,0.0,1.736111,8.680556,0.0,0.0,5.208333,0.0,0.0,0.0,0.0,1.736111,0.0,18.11483,18.421861,20.264047,9.21093,9.21093,8.596868,13.202333,7.982806,9.824992,2.456248,9.824992,8.289837,9.517961,3.377341,7.061713,2.149217,8.289837,1.842186,0.0,2.456248,3.684372,7.675775,1.535155,2.763279,2.763279,6.754682,4.605465,6.14062,3.377341,1.535155,4.605465,1.842186,4.912496,1.842186,0.921093,7.982806,0.614062,2.763279,2.149217,2.149217,0.614062,1.842186,0.921093,3.07031,3.07031,2.763279,2.456248,0.614062,3.684372,0.921093,1.228124,1.842186,5.833589,2.149217,2.456248,2.763279,2.149217,0.921093,1.842186,2.456248,1.535155,1.228124,1.535155,3.991403,1.535155,1.842186,0.307031,0.921093,0.0,3.377341,0.921093,1.535155,1.535155,0.921093,2.149217,1.228124,1.228124,1.228124,2.149217,0.614062,2.456248,2.456248,1.228124,2.149217,2.149217,3.07031,0.614062,0.0,1.842186,2.149217,0.614062,2.456248,2.763279,0.307031,0.307031,1.535155,0.614062,1.842186,2.149217,1.535155,0.921093,1.228124,0.307031,2.456248,1.535155,2.149217,0.0,0.614062,0.614062,1.535155,0.307031,1.535155,0.0,0.307031,1.228124,0.614062,2.763279,0.307031,0.921093,3.07031
groq_gpt_oss_120b_free,Groq GPT-OSS 120B,groq_gpt_oss_120b_free|original|SHELLEY_FRANKENSTEIN_016,SHELLEY_FRANKENSTEIN_016,original,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,validation,pass,,566,28,11,20.214286,20.5,12.462392,0.25,0.107143,199.646643,77.738516,22.968198,1.766784,0.0,3.533569,0.0,47.70318,15.90106,0.0,0.508834,12.105543,0.372792,4.298587,0.127208,0.471731,0.0,0.0,37.102473,47.70318,53.003534,35.335689,24.734982,21.201413,14.134276,15.90106,14.134276,12.367491,5.300353,19.434629,63.60424,3.533569,5.300353,3.533569,10.600707,5.300353,3.533569,3.533569,7.067138,10.600707,12.367491,8.833922,8.833922,5.300353,0.0,7.067138,3.533569,3.533569,1.766784,5.300353,28.268551,12.367491,3.533569,0.0,3.533569,0.0,1.766784,0.0,1.766784,1.766784,1.766784,3.533569,0.0,3.533569,3.533569,5.300353,8.833922,3.533569,3.533569,1.766784,3.533569,1.766784,5.300353,3.533569,1.766784,0.0,0.0,15.439048,10.935992,10.614345,6.754583,8.362818,6.754583,7.719524,4.824702,4.503056,2.251528,4.503056,4.503056,1.608234,2.573175,4.824702,5.789643,3.216468,3.216468,9.971052,4.181409,2.573175,0.643294,3.859762,2.573175,5.146349,3.216468,3.538115,3.859762,3.216468,3.216468,2.251528,3.538115,4.503056,3.538115,2.251528,2.573175,2.894821,0.96494,1.608234,3.538115,2.894821,1.286587,3.216468,2.894821,3.216468,2.251528,1.929881,1.929881,1.929881,1.608234,3.859762,1.608234,2.894821,1.608234,2.573175,0.96494,1.929881,2.573175,2.573175,2.894821,2.251528,1.608234,2.573175,5.146349,0.643294,0.96494,1.608234,2.894821,2.573175,2.251528,1.286587,2.251528,3.538115,0.96494,1.286587,2.894821,1.608234,2.573175,2.251528,1.286587,0.643294,0.96494,2.894821,2.894821,2.573175,3.216468,0.643294,1.286587,2.251528,1.286587,1.286587,0.96494,0.643294,0.96494,0.96494,2.251528,1.286587,1.608234,0.96494,1.608234,2.251528,1.286587,0.643294,1.286587,1.608234,1.286587,0.321647,0.96494,2.251528,1.286587,1.608234,1.608234,5.467996,1.929881,0.0,0.96494,0.643294,0.321647,1.929881,1.929881
groq_gpt_oss_120b_free,Groq GPT-OSS 120B,groq_gpt_oss_120b_free|original|SHELLEY_FRANKENSTEIN_017,SHELLEY_FRANKENSTEIN_017,original,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,validation,pass,,568,23,5,24.695652,27,10.597107,0.130435,0.043478,123.239437,63.380282,10.56338,0.0,0.0,5.28169,1.760563,8.802817,0.0,0.0,0.501761,11.958334,0.399648,4.283451,0.100352,0.464789,0.0,0.0,21.126761,8.802817,77.464789,51.056338,45.774648,24.647887,21.126761,12.323944,17.605634,5.28169,0.0,10.56338,51.056338,8.802817,12.323944,8.802817,0.0,0.0,3.521127,7.042254,3.521127,12.323944,21.126761,10.56338,3.521127,1.760563,0.0,5.28169,0.0,0.0,10.56338,1.760563,29.929577,14.084507,1.760563,0.0,1.760563,1.760563,1.760563,0.0,0.0,3.521127,0.0,1.760563,0.0,0.0,0.0,0.0,3.521127,1.760563,0.0,1.760563,1.760563,0.0,0.0,1.760563,7.042254,1.760563,1.760563,21.512386,17.275098,14.667536,10.756193,11.734029,9.778357,12.385919,7.496741,8.474576,2.607562,8.474576,4.563233,1.303781,2.281617,3.911343,4.237288,1.629726,5.541069,9.126467,3.585398,3.911343,0.65189,4.563233,2.933507,2.607562,5.541069,2.607562,0.325945,1.629726,4.563233,2.933507,4.889179,2.607562,3.911343,1.303781,0.65189,2.607562,3.585398,2.933507,1.955671,2.607562,2.607562,1.955671,2.281617,2.933507,2.281617,2.933507,2.281617,0.977836,2.281617,2.281617,0.977836,0.325945,0.65189,3.259452,0.325945,2.281617,2.281617,3.259452,1.955671,1.955671,1.303781,2.933507,3.585398,0.65189,1.629726,0.65189,2.933507,0.977836,3.585398,0.65189,4.237288,2.607562,1.629726,2.933507,3.585398,0.977836,0.325945,3.585398,1.303781,0.977836,2.607562,0.977836,0.65189,0.977836,1.629726,1.955671,1.955671,1.955671,2.933507,0.977836,2.281617,1.303781,1.303781,0.0,3.911343,1.629726,1.629726,2.607562,1.955671,1.303781,1.629726,1.303781,2.281617,1.629726,0.977836,0.325945,1.303781,2.933507,0.977836,1.303781,1.629726,6.19296,0.977836,0.65189,0.325945,0.977836,0.325945,2.607562,1.629726
groq_gpt_oss_120b_free,Groq GPT-OSS 120B,groq_gpt_oss_120b_free|original|SHELLEY_FRANKENSTEIN_018,SHELLEY_FRANKENSTEIN_018,original,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,test,pass,,582,32,10,18.1875,18.5,8.987622,0.21875,0.03125,151.202749,48.109966,20.618557,0.0,1.718213,5.154639,3.436426,22.33677,0.0,0.0,0.4811,11.606373,0.343643,4.297251,0.116838,0.474227,0.0,0.0,18.900344,22.33677,46.391753,36.082474,32.646048,24.054983,12.027491,13.745704,8.591065,5.154639,0.0,3.436426,49.828179,8.591065,10.309278,8.591065,10.309278,12.027491,6.872852,12.027491,3.436426,10.309278,8.591065,32.646048,5.154639,0.0,5.154639,3.436426,8.591065,0.0,1.718213,6.872852,17.182131,27.491409,1.718213,1.718213,0.0,0.0,5.154639,1.718213,0.0,3.436426,5.154639,1.718213,1.718213,0.0,3.436426,6.872852,1.718213,0.0,8.591065,1.718213,0.0,5.154639,3.436426,1.718213,3.436426,0.0,0.0,13.897663,9.791535,11.054959,7.580543,7.264687,7.896399,7.580543,6.001263,6.001263,2.526848,6.001263,5.053696,4.106128,1.895136,6.317119,2.210992,4.421984,4.421984,8.528111,2.526848,2.210992,2.210992,2.526848,4.73784,0.947568,5.053696,2.842704,2.842704,2.210992,2.210992,3.790272,4.106128,2.526848,2.210992,1.57928,3.15856,7.580543,3.474416,2.842704,0.631712,6.948831,3.474416,0.631712,1.263424,2.210992,3.790272,4.421984,0.947568,1.263424,1.895136,1.263424,1.57928,3.15856,2.210992,1.895136,2.842704,1.57928,1.895136,1.57928,2.526848,4.106128,0.947568,1.895136,4.421984,0.315856,1.57928,4.73784,5.369551,0.947568,2.210992,1.895136,2.210992,2.526848,1.895136,2.210992,2.526848,2.526848,3.15856,2.842704,2.210992,2.210992,2.210992,1.57928,4.106128,2.842704,1.263424,1.57928,4.73784,3.15856,1.895136,1.263424,2.210992,2.526848,3.15856,0.947568,1.57928,1.895136,2.210992,0.631712,0.631712,1.263424,3.15856,3.15856,1.263424,2.210992,2.842704,0.947568,2.842704,2.526848,1.263424,2.210992,0.631712,3.474416,1.895136,0.631712,0.947568,0.947568,0.631712,2.526848,1.57928
groq_gpt_oss_120b_free,Groq GPT-OSS 120B,groq_gpt_oss_120b_free|original|SHELLEY_FRANKENSTEIN_019,SHELLEY_FRANKENSTEIN_019,original,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,test,pass,,560,24,7,23.333333,22.0,10.861502,0.083333,0.125,141.071429,75.0,8.928571,0.0,1.785714,0.0,0.0,12.5,0.0,0.0,0.505357,11.958933,0.367857,4.469643,0.146429,0.446429,0.0,1.785714,17.857143,12.5,35.714286,42.857143,32.142857,32.142857,16.071429,12.5,16.071429,8.928571,5.357143,5.357143,26.785714,3.571429,10.714286,10.714286,3.571429,1.785714,7.142857,3.571429,3.571429,8.928571,3.571429,25.0,5.357143,7.142857,1.785714,7.142857,16.071429,0.0,5.357143,8.928571,35.714286,12.5,3.571429,3.571429,1.785714,0.0,0.0,1.785714,0.0,0.0,3.571429,0.0,3.571429,1.785714,3.571429,5.357143,1.785714,1.785714,0.0,3.571429,5.357143,1.785714,7.142857,1.785714,0.0,0.0,1.785714,13.061485,10.831475,7.008601,10.194329,8.920038,7.645747,4.778592,6.690029,5.73431,3.504301,5.73431,6.052883,1.274291,3.822874,3.504301,4.141446,3.822874,4.141446,4.141446,2.867155,2.548582,3.822874,2.548582,2.867155,1.911437,3.504301,2.548582,2.867155,4.778592,3.185728,2.548582,3.185728,3.185728,3.185728,1.592864,0.955718,7.96432,2.548582,1.592864,0.955718,7.96432,1.274291,1.592864,2.23001,2.867155,1.592864,3.185728,1.592864,1.274291,1.911437,3.504301,0.955718,2.23001,1.911437,2.867155,0.637146,2.23001,0.637146,2.548582,4.141446,2.867155,2.23001,2.23001,4.778592,1.274291,3.185728,1.911437,3.822874,2.867155,1.592864,1.592864,0.637146,1.274291,2.867155,2.548582,3.185728,1.274291,3.185728,3.185728,3.504301,0.955718,2.548582,0.955718,1.592864,2.23001,1.274291,2.548582,4.141446,3.504301,1.592864,3.185728,2.23001,1.592864,1.274291,1.274291,0.637146,2.867155,0.955718,0.955718,2.548582,1.274291,1.274291,0.637146,1.911437,0.955718,1.592864,1.274291,1.274291,1.592864,1.274291,0.955718,2.23001,6.052883,1.911437,0.318573,0.955718,0.318573,0.955718,1.592864,0.318573
groq_gpt_oss_120b_free,Groq GPT-OSS 120B,groq_gpt_oss_120b_free|original|SHELLEY_FRANKENSTEIN_020,SHELLEY_FRANKENSTEIN_020,original,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,test,pass,,556,22,5,25.272727,21.0,12.465158,0.090909,0.181818,106.115108,43.165468,10.791367,0.0,0.0,0.0,0.0,10.791367,3.597122,0.0,0.5,11.789826,0.372302,4.669065,0.160072,0.431655,3.597122,0.0,19.784173,10.791367,66.546763,61.151079,35.971223,23.381295,10.791367,14.388489,10.791367,0.0,3.597122,10.791367,26.978417,16.18705,10.791367,1.798561,10.791367,17.985612,0.0,1.798561,5.395683,5.395683,5.395683,0.0,3.597122,14.388489,0.0,17.985612,5.395683,1.798561,5.395683,3.597122,25.179856,14.388489,1.798561,0.0,5.395683,3.597122,0.0,0.0,0.0,0.0,1.798561,0.0,12.589928,0.0,1.798561,0.0,7.194245,1.798561,0.0,0.0,3.597122,0.0,3.597122,3.597122,5.395683,1.798561,0.0,17.160686,14.352574,14.664587,10.920437,14.664587,13.416537,8.736349,4.680187,6.552262,2.808112,6.24025,5.304212,4.056162,2.808112,4.9922,2.808112,2.4961,3.120125,4.368175,2.4961,1.872075,2.184087,2.4961,0.312012,2.4961,5.928237,3.74415,3.120125,2.808112,1.872075,2.4961,3.432137,5.616225,2.4961,0.624025,3.120125,0.0,3.74415,1.24805,1.872075,0.0,1.872075,2.4961,2.808112,3.120125,3.120125,1.872075,2.184087,2.184087,0.936037,1.24805,0.624025,2.808112,1.560062,3.432137,0.624025,4.056162,3.120125,1.24805,2.808112,3.74415,2.808112,1.560062,4.056162,3.432137,2.184087,0.624025,2.808112,1.24805,3.432137,1.24805,1.24805,1.560062,2.808112,2.184087,1.560062,0.312012,1.560062,1.872075,1.560062,1.24805,1.872075,1.24805,2.184087,1.24805,1.872075,0.936037,0.0,2.808112,2.808112,1.560062,2.808112,1.560062,0.312012,0.0,0.936037,1.24805,1.560062,2.184087,0.624025,2.184087,3.120125,0.624025,3.432137,1.24805,2.4961,0.624025,0.312012,2.4961,2.4961,2.4961,3.74415,4.680187,1.24805,0.0,0.936037,0.312012,1.24805,0.936037,1.24805
groq_gpt_oss_120b_free,Groq GPT-OSS 120B,groq_gpt_oss_120b_free|original|TWAIN_HUCKLEBERRY_FINN_001,TWAIN_HUCKLEBERRY_FINN_001,original,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,train,pass,,563,28,5,20.107143,16.0,13.594482,0.285714,0.107143,174.067496,62.166963,8.880995,0.0,3.552398,5.328597,0.0,37.300178,33.74778,0.0,0.397869,9.440474,0.246892,3.776199,0.05151,0.516874,33.74778,0.0,3.552398,37.300178,35.523979,40.852575,7.104796,21.314387,21.314387,14.209591,7.104796,31.971581,0.0,28.419183,60.390764,21.314387,1.776199,1.776199,1.776199,15.98579,1.776199,0.0,1.776199,21.314387,1.776199,0.0,1.776199,5.328597,1.776199,0.0,0.0,1.776199,1.776199,5.328597,7.104796,21.314387,7.104796,10.657194,0.0,1.776199,5.328597,14.209591,5.328597,10.657194,5.328597,0.0,0.0,3.552398,7.104796,10.657194,3.552398,0.0,0.0,7.104796,0.0,1.776199,0.0,3.552398,8.880995,1.776199,1.776199,15.965167,11.61103,13.425254,10.159652,9.796807,9.433962,5.442671,7.256894,2.177068,4.354136,1.451379,4.716981,4.354136,4.716981,3.628447,2.902758,5.079826,1.088534,11.61103,6.16836,4.354136,2.539913,5.805515,2.539913,11.248186,3.991292,2.902758,1.451379,1.814224,2.539913,4.354136,4.354136,3.991292,2.177068,6.531205,1.451379,0.0,2.902758,7.982583,5.805515,0.0,2.902758,2.177068,2.539913,3.265602,2.177068,3.628447,2.177068,1.088534,9.071118,3.991292,3.628447,1.451379,3.265602,5.442671,3.628447,5.442671,4.716981,0.362845,0.725689,3.991292,2.902758,1.814224,0.725689,1.451379,3.628447,1.451379,4.716981,5.442671,1.814224,3.628447,0.362845,5.805515,1.814224,0.725689,2.177068,1.451379,2.177068,0.0,1.088534,1.814224,0.725689,1.814224,2.177068,1.088534,1.088534,2.177068,0.0,2.177068,1.088534,1.088534,0.725689,0.362845,0.725689,1.814224,0.725689,1.088534,5.805515,0.725689,3.265602,1.814224,0.725689,1.088534,0.362845,5.805515,2.177068,2.902758,4.354136,3.265602,2.902758,0.362845,0.0,2.539913,1.814224,3.265602,2.177068,2.177068,2.539913,4.354136,2.539913
groq_gpt_oss_120b_free,Groq GPT-OSS 120B,groq_gpt_oss_120b_free|original|TWAIN_HUCKLEBERRY_FINN_002,TWAIN_HUCKLEBERRY_FINN_002,original,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,train,pass,,556,39,9,14.25641,12,9.699902,0.435897,0.051282,280.57554,64.748201,16.18705,1.798561,10.791367,3.597122,1.798561,100.719424,86.330935,0.0,0.458633,10.814409,0.296763,3.676259,0.035971,0.53777,53.956835,0.0,0.0,100.719424,16.18705,19.784173,8.992806,26.978417,25.179856,14.388489,7.194245,7.194245,14.388489,23.381295,32.374101,1.798561,5.395683,7.194245,19.784173,28.776978,1.798561,1.798561,5.395683,8.992806,5.395683,28.776978,5.395683,7.194245,0.0,1.798561,1.798561,0.0,0.0,0.0,5.395683,7.194245,10.791367,7.194245,0.0,1.798561,10.791367,0.0,7.194245,5.395683,19.784173,0.0,0.0,0.0,0.0,0.0,3.597122,0.0,0.0,0.0,1.798561,0.0,0.0,0.0,1.798561,1.798561,1.798561,8.862629,9.231905,8.862629,5.169867,4.800591,5.169867,4.800591,7.016248,1.846381,2.95421,1.846381,5.169867,6.646972,3.692762,2.95421,3.692762,3.323486,2.215657,6.646972,5.908419,4.800591,4.062038,3.323486,2.95421,7.016248,2.584934,2.95421,6.646972,3.323486,1.846381,4.800591,1.846381,5.169867,1.477105,1.846381,6.646972,9.231905,3.323486,3.692762,4.800591,9.601182,3.323486,6.646972,2.584934,1.477105,3.692762,1.477105,1.846381,1.846381,3.323486,2.584934,3.323486,4.431315,1.477105,0.738552,1.846381,0.738552,1.107829,0.369276,0.369276,1.477105,5.539143,1.107829,1.846381,0.738552,2.584934,3.692762,1.477105,1.107829,1.846381,0.738552,1.846381,0.738552,1.107829,1.846381,1.846381,2.215657,2.95421,0.0,1.107829,2.95421,1.107829,2.584934,4.431315,1.107829,1.846381,1.846381,4.800591,1.107829,0.0,0.738552,1.107829,1.107829,1.107829,2.95421,1.107829,1.477105,0.369276,1.846381,1.846381,2.215657,1.846381,1.107829,0.738552,0.369276,3.323486,2.584934,0.738552,1.107829,0.369276,1.107829,2.215657,1.107829,0.369276,0.369276,2.215657,1.477105,1.846381,2.584934,1.107829
groq_gpt_oss_120b_free,Groq GPT-OSS 120B,groq_gpt_oss_120b_free|original|TWAIN_HUCKLEBERRY_FINN_003,TWAIN_HUCKLEBERRY_FINN_003,original,twain,Mark Twain,huckleberry_finn,Adventures of Huckleberry Finn,train,pass,,557,27,7,20.62963,15,18.60137,0.333333,0.111111,168.761221,50.2693,12.567325,3.590664,3.590664,3.590664,0.0,37.701975,30.520646,0.0,0.468582,11.058925,0.32675,3.737882,0.032316,0.500898,28.725314,0.0,0.0,37.701975,34.111311,46.678636,14.362657,28.725314,34.111311,10.771993,10.771993,16.157989,0.0,16.157989,43.087971,8.976661,5.385996,3.590664,1.795332,21.543986,7.181329,1.795332,1.795332,14.362657,5.385996,8.976661,3.590664,5.385996,7.181329,0.0,1.795332,0.0,1.795332,3.590664,0.0,16.157989,5.385996,12.567325,0.0,1.795332,5.385996,0.0,1.795332,3.590664,3.590664,0.0,8.976661,3.590664,1.795332,7.181329,8.976661,0.0,1.795332,1.795332,0.0,0.0,0.0,1.795332,1.795332,0.0,1.795332,16.63586,11.829945,11.460259,11.090573,10.351201,10.351201,5.914972,8.133087,5.175601,8.133087,2.957486,6.284658,7.763401,8.872458,2.5878,3.696858,4.805915,2.957486,8.133087,4.066543,7.02403,4.436229,5.175601,3.696858,6.654344,3.696858,2.218115,0.739372,2.957486,2.957486,3.327172,2.218115,3.327172,2.5878,3.327172,2.218115,1.848429,2.5878,3.327172,3.696858,1.848429,1.848429,5.175601,2.218115,1.109057,3.696858,2.5878,5.175601,1.478743,5.914972,1.109057,2.957486,1.109057,2.218115,2.218115,1.478743,3.696858,1.848429,0.0,1.478743,4.066543,1.848429,2.957486,0.0,4.066543,3.327172,1.848429,3.327172,2.5878,2.957486,2.957486,2.218115,3.327172,1.478743,2.218115,1.848429,1.109057,2.218115,0.369686,1.848429,1.478743,1.109057,1.109057,0.739372,2.5878,0.739372,3.327172,1.848429,1.109057,1.478743,1.109057,1.109057,2.5878,1.478743,2.218115,1.478743,1.848429,2.218115,1.848429,2.218115,2.218115,1.848429,2.5878,0.739372,2.218115,1.848429,3.696858,3.327172,1.478743,0.739372,0.739372,1.109057,0.369686,0.0,0.369686,2.5878,3.327172,2.218115,3.327172,1.109057
